date,region,product,sales_rep,units_sold,unit_price,revenue,profit_margin,customer_satisfaction
2021-08-09,Middle East & Africa,Cameras,Alice Johnson,28,597.81,16738.82,0.284,4.2
2022-11-11,Latin America,Laptops,Bob Smith,37,651.39,24101.57,0.311,4.4
2021-10-06,Europe,Smartphones,David Wilson,22,593.71,13061.58,0.28,3.5
2020-06-25,North America,Laptops,Henry Taylor,27,935.45,25257.16,0.165,4.7
2024-03-23,North America,Headphones,Grace Lee,20,170.31,3406.24,0.267,4.1
2022-06-21,Asia Pacific,Cameras,David Wilson,28,475.38,13310.61,0.15,4.2
2022-09-24,Europe,Cameras,Grace Lee,26,597.6,15537.51,0.283,4.5
2021-05-13,Europe,Gaming Consoles,Grace Lee,20,364.47,7289.35,0.328,4.3
2022-04-05,Middle East & Africa,Laptops,Carol Davis,23,836.49,19239.36,0.252,4.2
2023-09-12,North America,Smartphones,Frank Miller,29,554.69,16085.9,0.24,4.7
2022-07-15,Middle East & Africa,Smart TVs,Eva Brown,26,781.9,20329.41,0.176,4.6
2023-01-09,Middle East & Africa,Laptops,Bob Smith,23,838.83,19293.06,0.254,4.8
2020-01-10,Middle East & Africa,Cameras,Bob Smith,21,433.79,9109.68,0.243,3.7
2023-04-22,Asia Pacific,Laptops,Grace Lee,19,722.24,13722.59,0.32,4.0
2022-09-15,North America,Tablets,David Wilson,17,243.95,4147.13,0.271,4.4
2024-04-01,Europe,Smart TVs,David Wilson,13,799.57,10394.39,0.335,3.6
2023-02-24,North America,Gaming Consoles,Grace Lee,22,444.18,9772.01,0.257,4.7
2020-10-04,Latin America,Gaming Consoles,Grace Lee,19,335.96,6383.28,0.305,4.1
2020-11-16,Europe,Smartphones,Grace Lee,31,701.77,21754.82,0.166,4.9
2024-11-14,Asia Pacific,Cameras,Henry Taylor,39,523.59,20419.89,0.339,4.5
2023-03-12,Asia Pacific,Headphones,David Wilson,19,165.91,3152.23,0.303,3.9
2024-11-16,Asia Pacific,Laptops,Carol Davis,28,924.56,25887.57,0.192,5.0
2021-06-10,North America,Tablets,Bob Smith,22,264.69,5823.11,0.212,4.0
2021-03-06,Asia Pacific,Cameras,Grace Lee,18,533.9,9610.13,0.153,4.7
2021-06-02,Middle East & Africa,Smart TVs,Grace Lee,22,810.32,17826.96,0.343,4.8
2020-10-04,Latin America,Smart TVs,Frank Miller,21,743.3,15609.24,0.16,3.7
2020-06-23,Europe,Cameras,David Wilson,18,566.17,10191.01,0.232,4.5
2022-11-08,Middle East & Africa,Laptops,Henry Taylor,27,851.81,22998.97,0.243,4.7
2024-08-22,Asia Pacific,Headphones,Eva Brown,11,159.37,1753.06,0.321,3.9
2022-12-01,Europe,Gaming Consoles,Grace Lee,24,443.78,10650.76,0.179,4.2
2023-05-30,Asia Pacific,Laptops,David Wilson,22,834.78,18365.17,0.181,4.7
2023-02-02,North America,Smart Watches,Grace Lee,25,239.66,5991.52,0.224,3.9
2022-04-27,North America,Gaming Consoles,Bob Smith,20,370.07,7401.43,0.265,4.3
2023-07-09,Europe,Smart TVs,Henry Taylor,19,686.37,13041.11,0.342,3.9
2023-05-26,Asia Pacific,Tablets,Alice Johnson,22,339.3,7464.55,0.222,4.4
2024-06-04,Middle East & Africa,Gaming Consoles,Frank Miller,19,404.49,7685.3,0.232,3.9
2022-11-25,Latin America,Tablets,Carol Davis,31,254.45,7887.89,0.175,4.3
2024-10-05,Latin America,Cameras,Grace Lee,19,400.26,7605.0,0.321,4.6
2021-10-19,Middle East & Africa,Smart Watches,Alice Johnson,22,257.06,5655.23,0.238,4.3
2024-10-16,Europe,Cameras,Carol Davis,22,412.6,9077.27,0.235,3.5
2024-11-10,Latin America,Smart TVs,Henry Taylor,22,793.2,17450.35,0.273,4.9
2020-07-27,North America,Smartphones,David Wilson,27,690.45,18642.04,0.306,3.5
2023-04-27,Europe,Smart TVs,Carol Davis,14,691.2,9676.83,0.235,3.9
2024-06-14,Middle East & Africa,Tablets,Henry Taylor,26,291.85,7588.1,0.269,4.0
2024-12-03,Latin America,Headphones,David Wilson,28,132.12,3699.26,0.322,4.5
2023-06-23,Latin America,Laptops,Alice Johnson,22,785.57,17282.57,0.309,4.1
2021-02-05,Europe,Headphones,David Wilson,23,143.61,3302.94,0.163,3.8
2023-05-05,Europe,Tablets,Henry Taylor,16,256.11,4097.74,0.165,5.0
2020-12-05,North America,Smart Watches,Frank Miller,36,218.68,7872.51,0.281,4.1
2022-08-08,Asia Pacific,Smart Watches,Frank Miller,16,232.14,3714.16,0.348,3.7
2020-06-29,Asia Pacific,Cameras,Grace Lee,22,410.91,9039.97,0.318,4.5
2023-03-02,Latin America,Gaming Consoles,Eva Brown,21,320.19,6724.04,0.273,3.8
2021-12-08,Middle East & Africa,Laptops,Eva Brown,15,687.82,10317.27,0.266,4.5
2022-10-19,Middle East & Africa,Gaming Consoles,David Wilson,13,388.18,5046.4,0.339,3.8
2020-12-15,Europe,Smart Watches,Eva Brown,31,264.29,8193.09,0.322,4.2
2024-10-02,Middle East & Africa,Tablets,Grace Lee,22,303.72,6681.85,0.287,4.5
2021-06-06,Asia Pacific,Cameras,Carol Davis,28,535.64,14997.82,0.33,4.1
2020-10-12,Europe,Cameras,Eva Brown,27,531.91,14361.46,0.26,4.2
2024-05-26,Asia Pacific,Smart TVs,Grace Lee,15,587.63,8814.46,0.264,3.6
2020-06-27,Middle East & Africa,Smart TVs,Alice Johnson,21,813.93,17092.55,0.164,4.5
2021-06-09,Asia Pacific,Smart TVs,Eva Brown,26,679.21,17659.54,0.165,3.5
2020-04-21,Latin America,Laptops,Henry Taylor,20,763.2,15264.1,0.175,4.1
2022-03-29,North America,Laptops,Alice Johnson,15,672.16,10082.37,0.298,4.6
2023-12-07,North America,Headphones,Eva Brown,22,164.12,3610.75,0.322,4.9
2020-08-14,Latin America,Smartphones,David Wilson,16,699.52,11192.31,0.265,4.6
2022-12-31,Europe,Tablets,Henry Taylor,16,326.25,5220.07,0.193,4.6
2022-01-02,Middle East & Africa,Laptops,Alice Johnson,19,884.48,16805.1,0.348,4.0
2023-07-24,Europe,Smartphones,Eva Brown,22,548.42,12065.33,0.241,3.9
2024-08-25,Latin America,Tablets,Alice Johnson,24,312.39,7497.48,0.284,4.5
2022-07-13,Latin America,Cameras,Eva Brown,31,496.77,15399.94,0.194,4.4
2022-02-05,North America,Smart Watches,David Wilson,18,229.43,4129.83,0.303,4.6
2024-11-20,Middle East & Africa,Tablets,Henry Taylor,28,270.29,7568.22,0.225,4.8
2023-02-20,Asia Pacific,Cameras,Grace Lee,19,546.81,10389.44,0.253,4.7
2020-02-03,Latin America,Laptops,Grace Lee,15,939.49,14092.35,0.177,4.2
2020-03-15,Europe,Smart TVs,Alice Johnson,23,805.57,18528.06,0.186,4.7
2021-07-24,Latin America,Cameras,Henry Taylor,18,532.38,9582.81,0.26,3.7
2023-01-09,Asia Pacific,Tablets,Eva Brown,23,247.01,5681.27,0.262,3.6
2021-05-30,Latin America,Smart TVs,Alice Johnson,21,620.98,13040.66,0.215,4.4
2020-04-14,Asia Pacific,Smartphones,David Wilson,21,708.21,14872.4,0.167,3.5
2023-07-10,Middle East & Africa,Laptops,Bob Smith,21,805.24,16909.98,0.169,4.0
2022-08-21,North America,Gaming Consoles,Grace Lee,24,446.93,10726.32,0.284,4.5
2020-10-11,Europe,Smart TVs,Alice Johnson,15,677.56,10163.45,0.273,4.6
2020-12-09,Asia Pacific,Headphones,David Wilson,43,141.55,6086.64,0.294,4.4
2023-08-01,Asia Pacific,Smart Watches,Bob Smith,15,261.41,3921.17,0.191,3.7
2023-06-23,Middle East & Africa,Headphones,Grace Lee,19,167.94,3190.87,0.157,5.0
2021-08-17,Europe,Headphones,Bob Smith,17,167.49,2847.41,0.341,4.1
2024-07-22,Middle East & Africa,Tablets,Carol Davis,26,307.05,7983.22,0.162,4.5
2021-09-04,Europe,Smart TVs,Frank Miller,25,650.63,16265.64,0.246,4.4
2021-09-07,Middle East & Africa,Smartphones,Grace Lee,17,480.61,8170.31,0.17,4.7
2023-05-15,Latin America,Laptops,Frank Miller,20,816.33,16326.6,0.179,4.4
2021-07-06,Latin America,Cameras,Bob Smith,25,589.35,14733.86,0.166,4.4
2024-11-26,Latin America,Headphones,Carol Davis,24,177.58,4262.0,0.242,4.3
2022-12-08,Asia Pacific,Laptops,David Wilson,21,729.12,15311.47,0.339,4.8
2022-02-24,Latin America,Smart TVs,Frank Miller,16,805.52,12888.28,0.256,4.0
2022-09-17,Asia Pacific,Cameras,Carol Davis,22,586.32,12899.08,0.345,4.7
2021-04-19,Latin America,Smart TVs,Eva Brown,23,792.01,18216.22,0.235,3.6
2023-01-25,North America,Smartphones,David Wilson,31,629.58,19517.04,0.283,4.3
2021-05-12,Latin America,Smart TVs,Bob Smith,32,635.13,20324.2,0.166,4.6
2023-09-03,Asia Pacific,Laptops,Carol Davis,21,868.83,18245.48,0.247,4.1
2020-08-31,Europe,Laptops,David Wilson,19,748.33,14218.29,0.189,4.8
2020-07-20,North America,Headphones,Grace Lee,25,168.79,4219.68,0.307,4.8
2022-05-06,Latin America,Laptops,Bob Smith,19,718.06,13643.11,0.318,4.1
2021-09-10,Middle East & Africa,Gaming Consoles,Eva Brown,16,470.32,7525.07,0.236,4.0
2021-10-20,Latin America,Gaming Consoles,Carol Davis,18,461.04,8298.65,0.308,4.3
2022-10-15,Latin America,Cameras,Henry Taylor,21,433.98,9113.51,0.207,3.9
2024-05-01,Latin America,Laptops,Alice Johnson,24,739.21,17740.97,0.256,3.8
2024-05-31,Asia Pacific,Smart Watches,David Wilson,17,212.06,3604.96,0.174,4.6
2021-02-10,Latin America,Cameras,Alice Johnson,10,529.5,5295.02,0.177,4.4
2023-04-29,Asia Pacific,Cameras,Eva Brown,14,425.82,5961.45,0.277,4.6
2021-05-16,North America,Smart Watches,Alice Johnson,10,292.12,2921.16,0.184,3.6
2023-06-28,North America,Gaming Consoles,Frank Miller,21,338.9,7117.0,0.212,4.7
2020-01-14,Asia Pacific,Cameras,Frank Miller,29,406.78,11796.48,0.348,4.2
2020-05-16,Europe,Tablets,David Wilson,25,268.4,6709.91,0.325,4.7
2024-02-05,Europe,Smart TVs,Henry Taylor,23,797.06,18332.39,0.233,3.6
2021-07-06,North America,Cameras,Carol Davis,37,449.3,16624.22,0.263,4.7
2024-08-08,Asia Pacific,Gaming Consoles,Frank Miller,22,389.21,8562.66,0.201,4.8
2021-07-20,Europe,Smart Watches,Alice Johnson,24,232.32,5575.79,0.202,4.6
2024-02-17,Latin America,Smartphones,Henry Taylor,19,610.39,11597.39,0.345,4.1
2020-08-19,Middle East & Africa,Headphones,Grace Lee,15,129.01,1935.19,0.282,3.7
2021-07-26,Asia Pacific,Tablets,Frank Miller,16,324.6,5193.64,0.227,3.9
2022-02-27,North America,Cameras,Henry Taylor,15,541.49,8122.39,0.345,3.8
2020-09-27,Asia Pacific,Gaming Consoles,David Wilson,20,404.73,8094.65,0.327,4.9
2021-03-09,Latin America,Smart Watches,Grace Lee,23,235.64,5419.64,0.188,4.8
2023-07-01,Middle East & Africa,Tablets,Frank Miller,27,263.11,7103.95,0.221,3.8
2022-08-13,Asia Pacific,Smart Watches,Eva Brown,10,246.17,2461.66,0.191,4.0
2022-08-07,Middle East & Africa,Gaming Consoles,Alice Johnson,23,381.95,8784.96,0.332,5.0
2020-03-17,North America,Laptops,Frank Miller,20,779.66,15593.27,0.266,4.3
2023-05-09,Latin America,Smartphones,Henry Taylor,14,698.74,9782.4,0.25,4.0
2023-08-24,Europe,Gaming Consoles,Bob Smith,19,455.64,8657.19,0.225,4.4
2020-06-10,Europe,Smart Watches,Grace Lee,27,235.34,6354.1,0.312,3.9
2022-04-19,Middle East & Africa,Laptops,Frank Miller,18,675.93,12166.69,0.295,4.9
2022-06-07,North America,Smart TVs,Grace Lee,30,681.51,20445.24,0.167,3.7
2023-05-27,Europe,Cameras,Henry Taylor,17,540.68,9191.49,0.21,4.6
2024-05-05,Europe,Laptops,Eva Brown,24,930.55,22333.15,0.162,4.4
2023-03-15,Asia Pacific,Smart Watches,Carol Davis,23,228.88,5264.28,0.227,4.4
2024-09-14,Middle East & Africa,Smart Watches,David Wilson,15,257.28,3859.13,0.324,4.9
2021-05-31,Middle East & Africa,Cameras,Frank Miller,19,597.3,11348.65,0.236,4.0
2021-03-23,Latin America,Smart Watches,Frank Miller,12,296.63,3559.58,0.181,4.6
2021-12-21,Middle East & Africa,Laptops,David Wilson,31,801.46,24845.4,0.333,4.4
2024-08-20,Asia Pacific,Gaming Consoles,Frank Miller,25,347.24,8680.93,0.188,4.9
2022-10-26,Europe,Smartphones,Carol Davis,17,681.51,11585.69,0.222,4.1
2024-10-01,Europe,Smartphones,Bob Smith,27,536.18,14476.81,0.232,4.6
2021-01-30,Europe,Gaming Consoles,David Wilson,10,452.39,4523.91,0.155,4.5
2023-04-06,North America,Laptops,Eva Brown,18,940.13,16922.37,0.256,3.5
2022-11-06,Europe,Smart TVs,Eva Brown,33,607.54,20048.74,0.266,4.2
2021-01-26,Asia Pacific,Gaming Consoles,Bob Smith,16,335.17,5362.77,0.219,3.6
2021-01-06,North America,Smart TVs,Frank Miller,18,760.73,13693.1,0.266,4.9
2023-09-24,Asia Pacific,Smart Watches,Bob Smith,15,217.25,3258.68,0.27,4.6
2024-12-19,Asia Pacific,Smartphones,Bob Smith,34,684.96,23288.77,0.304,3.6
2020-12-11,Latin America,Smart Watches,David Wilson,39,229.15,8936.9,0.197,4.3
2022-01-13,Asia Pacific,Smart TVs,Grace Lee,23,586.0,13477.92,0.253,3.8
2021-08-20,North America,Smart Watches,Henry Taylor,21,254.1,5336.16,0.335,4.9
2022-09-22,Middle East & Africa,Smart Watches,David Wilson,19,263.63,5009.05,0.25,3.7
2022-06-16,North America,Gaming Consoles,Alice Johnson,31,429.05,13300.41,0.218,4.4
2022-10-17,Europe,Headphones,Bob Smith,10,137.76,1377.6,0.215,4.9
2024-06-02,Middle East & Africa,Gaming Consoles,Carol Davis,24,386.67,9280.01,0.299,4.8
2022-05-10,North America,Smartphones,Frank Miller,18,490.64,8831.58,0.212,4.5
2023-10-15,Asia Pacific,Smart Watches,Carol Davis,17,236.41,4018.91,0.283,4.2
2022-05-08,Asia Pacific,Smart Watches,David Wilson,13,267.62,3479.11,0.196,4.7
2020-04-05,Europe,Tablets,Bob Smith,18,284.68,5124.25,0.214,4.4
2024-11-23,Europe,Smart TVs,Henry Taylor,30,629.2,18876.02,0.154,4.4
2023-07-11,Europe,Gaming Consoles,Alice Johnson,26,333.41,8668.64,0.182,4.6
2022-02-01,Latin America,Laptops,Carol Davis,23,874.78,20119.95,0.223,4.1
2023-03-30,Latin America,Smart Watches,David Wilson,15,248.11,3721.6,0.159,3.5
2023-09-20,Latin America,Headphones,David Wilson,20,140.69,2813.85,0.28,4.8
2023-08-16,Asia Pacific,Laptops,David Wilson,14,651.9,9126.55,0.178,4.9
2024-11-28,North America,Smart Watches,Carol Davis,24,269.0,6455.98,0.324,4.7
2024-08-03,Latin America,Smartphones,Bob Smith,17,505.9,8600.26,0.337,3.9
2022-07-05,Middle East & Africa,Cameras,Frank Miller,37,555.71,20561.24,0.321,4.2
2024-04-19,Europe,Smartphones,Eva Brown,27,534.51,14431.78,0.328,4.1
2023-09-19,Europe,Smartphones,Eva Brown,22,540.89,11899.51,0.249,4.4
2020-01-18,Asia Pacific,Smart TVs,Henry Taylor,35,661.11,23138.73,0.301,4.5
2020-01-17,Europe,Smartphones,David Wilson,25,586.19,14654.83,0.181,4.4
2024-03-11,North America,Gaming Consoles,Bob Smith,20,334.71,6694.2,0.287,4.1
2022-12-26,Asia Pacific,Smartphones,Frank Miller,19,717.96,13641.28,0.256,4.5
2024-11-16,Asia Pacific,Laptops,Grace Lee,28,860.35,24089.71,0.324,3.6
2023-04-15,Latin America,Cameras,Bob Smith,23,501.13,11526.06,0.156,4.5
2021-09-13,Middle East & Africa,Smartphones,Bob Smith,28,556.91,15593.42,0.19,4.8
2020-03-31,Middle East & Africa,Headphones,Eva Brown,16,127.45,2039.22,0.338,4.9
2022-11-17,Latin America,Gaming Consoles,Henry Taylor,24,457.19,10972.47,0.262,4.8
2024-10-29,Asia Pacific,Smart TVs,David Wilson,19,831.4,15796.65,0.347,3.8
2020-03-21,Europe,Tablets,Grace Lee,18,245.37,4416.57,0.204,3.6
2023-10-26,North America,Laptops,Frank Miller,26,682.01,17732.31,0.338,4.8
2022-06-16,Middle East & Africa,Laptops,David Wilson,30,896.94,26908.13,0.23,3.8
2024-08-18,Latin America,Smart TVs,Bob Smith,11,728.3,8011.32,0.261,4.1
2024-09-30,North America,Smartphones,Grace Lee,25,487.15,12178.68,0.337,4.3
2023-09-28,Latin America,Tablets,David Wilson,17,356.24,6056.07,0.284,3.7
2024-02-27,Europe,Headphones,Bob Smith,19,129.58,2461.99,0.156,4.9
2022-04-14,Latin America,Cameras,Grace Lee,26,482.18,12536.68,0.261,3.9
2024-11-21,Europe,Tablets,Eva Brown,22,296.7,6527.3,0.248,3.5
2023-03-12,Middle East & Africa,Gaming Consoles,Eva Brown,22,387.68,8529.01,0.261,4.8
2022-04-06,Europe,Smart Watches,David Wilson,20,210.99,4219.72,0.235,3.5
2024-01-01,North America,Laptops,Carol Davis,25,919.59,22989.67,0.308,4.5
2021-08-22,Latin America,Gaming Consoles,Henry Taylor,15,342.97,5144.59,0.282,4.5
2024-10-13,Middle East & Africa,Gaming Consoles,Henry Taylor,19,430.13,8172.39,0.253,4.2
2022-03-26,Asia Pacific,Headphones,Bob Smith,15,140.25,2103.8,0.25,4.5
2021-04-16,Latin America,Smart TVs,Henry Taylor,26,725.58,18865.19,0.259,4.3
2021-10-30,Europe,Smart TVs,Grace Lee,12,629.91,7558.93,0.272,4.5
2021-04-02,Asia Pacific,Headphones,Bob Smith,16,164.68,2634.86,0.302,5.0
2024-07-30,Asia Pacific,Cameras,Alice Johnson,28,425.71,11919.86,0.274,3.6
2024-07-08,Europe,Smartphones,Carol Davis,27,608.22,16421.93,0.21,3.9
2023-11-02,Middle East & Africa,Smart TVs,Grace Lee,30,685.59,20567.62,0.223,5.0
2020-11-29,Europe,Smartphones,Carol Davis,30,561.76,16852.87,0.228,4.6
2021-12-09,Latin America,Laptops,Carol Davis,30,675.21,20256.2,0.262,3.9
2021-08-07,Asia Pacific,Cameras,Grace Lee,24,437.87,10508.8,0.192,4.3
2022-06-09,Latin America,Smartphones,Carol Davis,14,659.55,9233.65,0.194,3.8
2020-04-09,Middle East & Africa,Cameras,Henry Taylor,15,468.05,7020.68,0.214,4.9
2020-06-11,North America,Cameras,Bob Smith,30,574.23,17227.02,0.204,3.6
2021-02-24,Middle East & Africa,Laptops,Grace Lee,13,957.7,12450.11,0.286,4.6
2020-04-16,Europe,Smartphones,Henry Taylor,22,556.37,12240.13,0.179,4.9
2020-07-06,North America,Tablets,Henry Taylor,24,332.94,7990.57,0.338,3.7
2020-12-10,Europe,Cameras,Grace Lee,19,551.75,10483.3,0.188,4.4
2020-01-04,Europe,Smartphones,Carol Davis,29,616.5,17878.63,0.308,4.5
2021-04-27,Europe,Smart TVs,Frank Miller,17,679.73,11555.41,0.314,4.7
2023-12-05,North America,Smart Watches,Carol Davis,21,219.95,4618.86,0.203,4.6
2024-07-07,Europe,Smartphones,Carol Davis,30,488.79,14663.75,0.269,4.1
2022-03-09,Middle East & Africa,Smart Watches,Henry Taylor,17,280.58,4769.8,0.152,4.0
2022-05-11,North America,Smart TVs,Grace Lee,16,696.73,11147.75,0.281,3.7
2021-02-17,Latin America,Laptops,David Wilson,21,796.95,16735.89,0.165,3.6
2022-08-08,Latin America,Cameras,Grace Lee,14,598.58,8380.13,0.229,4.4
2023-07-30,North America,Smart TVs,Carol Davis,19,834.29,15851.55,0.346,4.1
2022-02-13,Asia Pacific,Gaming Consoles,Henry Taylor,25,341.67,8541.83,0.314,4.9
2020-06-13,Asia Pacific,Smartphones,Alice Johnson,15,688.67,10330.05,0.164,4.8
2022-04-09,Latin America,Tablets,Carol Davis,17,276.7,4703.84,0.327,4.6
2023-05-29,Middle East & Africa,Smartphones,Bob Smith,27,557.39,15049.42,0.264,4.3
2024-11-16,Asia Pacific,Smart Watches,Eva Brown,24,226.4,5433.52,0.206,4.1
2022-01-24,Latin America,Cameras,David Wilson,22,542.29,11930.4,0.18,4.2
2020-09-21,Europe,Headphones,Frank Miller,19,161.0,3059.03,0.295,4.8
2024-10-09,North America,Tablets,Grace Lee,18,286.34,5154.05,0.182,3.6
2024-05-04,Middle East & Africa,Smart TVs,Eva Brown,23,706.24,16243.48,0.253,4.5
2022-02-08,Asia Pacific,Laptops,Frank Miller,21,655.7,13769.68,0.172,4.3
2023-11-12,North America,Cameras,Eva Brown,42,434.63,18254.25,0.16,3.9
2021-05-23,Europe,Cameras,Henry Taylor,16,461.96,7391.29,0.325,4.0
2022-04-11,North America,Headphones,Henry Taylor,18,164.57,2962.28,0.155,4.9
2024-05-04,Latin America,Laptops,Henry Taylor,12,846.91,10162.93,0.22,3.9
2020-02-02,Latin America,Laptops,Bob Smith,28,806.53,22582.86,0.191,4.3
2022-07-18,Latin America,Smartphones,Alice Johnson,26,626.01,16276.32,0.158,4.6
2023-01-23,Europe,Tablets,Henry Taylor,21,321.91,6760.11,0.318,3.7
2021-01-19,Middle East & Africa,Smart Watches,Carol Davis,17,235.47,4003.02,0.155,4.3
2023-09-30,Europe,Smart TVs,David Wilson,27,635.32,17153.75,0.27,3.8
2020-04-06,Middle East & Africa,Laptops,David Wilson,27,887.21,23954.63,0.203,3.8
2023-09-19,Asia Pacific,Gaming Consoles,Grace Lee,32,451.11,14435.52,0.205,4.0
2024-11-13,Latin America,Smartphones,Eva Brown,30,591.23,17737.04,0.271,4.2
2021-03-28,North America,Tablets,Bob Smith,15,290.32,4354.82,0.269,4.8
2023-08-18,Europe,Smartphones,Eva Brown,19,612.46,11636.67,0.317,4.7
2021-05-30,Middle East & Africa,Cameras,David Wilson,22,535.98,11791.46,0.203,4.0
2024-06-20,North America,Gaming Consoles,Grace Lee,22,343.47,7556.39,0.318,3.7
2020-02-29,Middle East & Africa,Tablets,David Wilson,21,275.99,5795.78,0.186,4.2
2021-03-24,Middle East & Africa,Headphones,Grace Lee,18,128.77,2317.78,0.276,4.4
2023-10-10,Latin America,Tablets,Bob Smith,21,336.07,7057.57,0.344,3.8
2024-06-29,Latin America,Headphones,Frank Miller,27,121.19,3272.21,0.258,4.9
2020-03-28,North America,Smartphones,Grace Lee,23,713.91,16419.84,0.288,4.8
2024-06-01,Middle East & Africa,Smart TVs,Bob Smith,20,779.24,15584.71,0.209,4.3
2023-11-11,Europe,Tablets,Carol Davis,31,305.04,9456.37,0.206,4.0
2024-03-05,Europe,Smart Watches,Carol Davis,22,264.6,5821.22,0.221,4.5
2023-12-18,Europe,Laptops,Alice Johnson,24,881.93,21166.21,0.254,3.9
2022-07-01,Europe,Smartphones,Eva Brown,20,494.53,9890.65,0.287,4.4
2023-03-03,Latin America,Smartphones,Frank Miller,20,602.72,12054.36,0.277,4.5
2022-08-06,Europe,Smart TVs,Alice Johnson,28,629.32,17620.86,0.171,4.7
2024-12-06,North America,Tablets,Grace Lee,31,241.85,7497.34,0.171,3.6
2021-11-04,Asia Pacific,Laptops,Bob Smith,30,739.43,22182.75,0.324,3.8
2020-03-09,Latin America,Headphones,Grace Lee,22,175.94,3870.59,0.325,4.0
2024-02-10,Middle East & Africa,Smart TVs,Grace Lee,17,648.25,11020.29,0.325,4.0
2024-02-10,Latin America,Tablets,Henry Taylor,33,315.28,10404.2,0.234,3.6
2020-10-08,Latin America,Tablets,Frank Miller,13,258.44,3359.67,0.303,4.6
2020-10-27,North America,Headphones,Frank Miller,18,135.99,2447.78,0.231,4.6
2022-04-02,Europe,Tablets,David Wilson,17,286.66,4873.14,0.174,3.6
2024-10-12,Latin America,Laptops,Carol Davis,20,955.65,19112.95,0.238,4.3
2024-09-18,North America,Tablets,Carol Davis,23,324.57,7465.21,0.214,4.4
2023-08-03,Asia Pacific,Smart Watches,Bob Smith,18,258.27,4648.9,0.18,4.8
2024-02-25,Latin America,Gaming Consoles,David Wilson,25,441.39,11034.7,0.17,3.6
2021-06-14,Europe,Laptops,David Wilson,24,901.48,21635.54,0.333,3.9
2023-06-29,Europe,Smartphones,Henry Taylor,14,678.8,9503.17,0.245,4.7
2020-10-30,Asia Pacific,Gaming Consoles,Carol Davis,30,463.72,13911.74,0.211,4.3
2020-05-29,Middle East & Africa,Smart Watches,David Wilson,18,220.39,3967.0,0.187,4.2
2022-01-29,Europe,Laptops,Alice Johnson,27,860.59,23235.9,0.284,4.2
2021-08-22,Asia Pacific,Cameras,Grace Lee,16,402.53,6440.46,0.193,3.6
2022-06-28,Asia Pacific,Smart TVs,Bob Smith,24,776.73,18641.42,0.159,4.1
2021-07-22,Europe,Smart TVs,Bob Smith,24,600.84,14420.24,0.187,3.8
2024-10-26,Latin America,Laptops,Eva Brown,21,871.71,18305.93,0.154,4.5
2024-04-03,Latin America,Headphones,Bob Smith,18,171.83,3092.91,0.175,4.8
2021-10-25,Europe,Tablets,Bob Smith,14,268.86,3764.06,0.211,4.9
2021-11-25,North America,Headphones,Frank Miller,30,131.43,3942.81,0.347,4.7
2022-01-09,Europe,Headphones,Bob Smith,19,141.83,2694.82,0.176,4.2
2024-12-28,Asia Pacific,Tablets,Henry Taylor,36,309.84,11154.11,0.239,3.5
2021-03-22,North America,Tablets,Alice Johnson,22,249.08,5479.7,0.243,5.0
2022-09-21,Latin America,Smart Watches,Grace Lee,25,209.55,5238.66,0.307,4.2
2021-07-02,North America,Cameras,Alice Johnson,26,441.33,11474.7,0.218,4.4
2023-11-15,Asia Pacific,Laptops,Alice Johnson,25,888.17,22204.15,0.312,4.4
2024-11-22,Latin America,Laptops,Eva Brown,30,650.12,19503.5,0.305,3.6
2024-10-10,North America,Cameras,Alice Johnson,21,452.43,9500.95,0.236,3.7
2024-08-29,Latin America,Cameras,Henry Taylor,19,422.01,8018.22,0.272,4.2
2022-12-10,North America,Smart Watches,Bob Smith,37,255.7,9460.78,0.177,3.9
2023-10-17,Europe,Smart Watches,Grace Lee,24,204.01,4896.33,0.259,3.6
2021-09-15,Europe,Cameras,Grace Lee,28,543.9,15229.21,0.238,4.5
2021-10-26,Latin America,Smartphones,Carol Davis,19,679.47,12909.99,0.22,4.1
2022-04-27,Europe,Smart TVs,Henry Taylor,26,692.5,18005.01,0.344,4.1
2021-08-19,Latin America,Smartphones,Eva Brown,14,664.81,9307.3,0.344,4.7
2020-11-22,Middle East & Africa,Smartphones,Carol Davis,33,610.55,20148.27,0.253,4.5
2020-10-27,Europe,Smartphones,Grace Lee,14,691.51,9681.13,0.262,4.1
2022-05-28,Latin America,Gaming Consoles,Carol Davis,23,358.31,8241.14,0.187,4.0
2022-05-19,Europe,Tablets,Carol Davis,23,331.93,7634.38,0.239,4.0
2021-10-17,Europe,Smart TVs,Eva Brown,26,821.09,21348.24,0.276,4.9
2022-10-31,North America,Cameras,Bob Smith,18,444.16,7994.97,0.181,4.9
2024-03-15,Latin America,Smart Watches,Frank Miller,23,237.47,5461.82,0.244,4.1
2021-09-19,Middle East & Africa,Tablets,Eva Brown,19,326.23,6198.41,0.238,3.7
2021-02-01,North America,Tablets,Eva Brown,21,317.42,6665.75,0.217,4.9
2022-03-25,Europe,Smart TVs,Carol Davis,20,718.67,14373.34,0.281,4.0
2020-01-01,Europe,Smart Watches,Alice Johnson,25,240.71,6017.73,0.25,4.3
2020-09-18,North America,Smart TVs,Eva Brown,25,728.4,18209.99,0.219,3.8
2020-07-28,Latin America,Tablets,Grace Lee,20,286.41,5728.25,0.303,4.8
